title,id,imdb_id,tmdb_id,adult,release_date,revenue,runtime,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Summer Stock,summer+stock+1950,tt0043012,43390,0,1950-08-31,0,108,6.5,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The Addiction,the+addiction+1995,tt0112288,34996,0,1995-01-10,0,82,6.4,46,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
High Art,high+art+1998,tt0139362,37636,0,1998-06-12,1929168,101,6.3,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Tucker: The Man and His Dream,tucker+the+man+and+his+dream+1988,tt0096316,28176,0,1988-08-12,0,110,6.5,71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Roommates,roommates+1995,tt0114296,161495,0,1995-03-01,12400000,108,6.4,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Faithful,faithful+1996,tt0116269,47502,0,1996-04-03,9789900,91,4.8,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nosferatu,nosferatu+1922,tt0013442,653,0,1922-03-15,0,94,7.7,373,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Drag Me to Hell,drag+me+to+hell+2009,tt1127180,16871,0,2009-03-15,90810892,99,6.2,995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Inventing the Abbotts,inventing+the+abbotts+1997,tt0119381,12723,0,1997-04-04,5926128,110,6.4,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Queen Margot,queen+margot+1994,tt0110963,10452,0,1994-05-13,0,162,7.0,67,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Killer Elite,killer+elite+2011,tt1448755,49021,0,2011-09-23,57777106,116,6.1,703,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Devil Wears Prada,the+devil+wears+prada+2006,tt0458352,350,0,2006-06-30,326551094,109,7.0,3198,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Night at the Museum: Battle of the Smithsonian,night+at+the+museum+battle+of+the+smithsonian+2009,tt1078912,18360,0,2009-05-20,413106170,105,5.9,2026,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Bad Santa,bad+santa+2003,tt0307987,10147,0,2003-11-26,76488889,91,6.4,666,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulee's Gold,ulees+gold+1997,tt0120402,55306,0,1997-06-13,0,112,6.5,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Good Shepherd,the+good+shepherd+2006,tt0343737,1247,0,2006-12-11,59908565,167,6.3,342,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
The Holiday,the+holiday+2006,tt0457939,1581,0,2006-12-08,194168700,136,6.7,1259,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Two Girls and a Guy,two+girls+and+a+guy+1997,tt0124179,32456,0,1997-09-07,2057193,84,5.4,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Police Academy 5: Assignment Miami Beach,police+academy+5+assignment+miami+beach+1988,tt0095882,11825,0,1988-03-17,19510371,90,4.7,195,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kull the Conqueror,kull+the+conqueror+1997,tt0119484,17832,0,1997-08-29,0,95,5.2,39,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Bride Wars,bride+wars+2009,tt0901476,10521,0,2009-01-09,114663461,89,5.9,884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Observe and Report,observe+and+report+2009,tt1197628,16991,0,2009-04-10,24007324,86,5.6,229,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Crazy Love,crazy+love+2007,tt0790706,26336,0,2007-11-22,0,92,6.6,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Blue Is the Warmest Color,blue+is+the+warmest+color+2013,tt2278871,152584,0,2013-10-09,10165694,179,7.2,1114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Golden Compass,the+golden+compass+2007,tt0385752,2268,0,2007-12-04,372234864,113,5.8,1347,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Safe House,safe+house+2012,tt1599348,59961,0,2012-02-09,208076205,115,6.3,1361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Last of Robin Hood,the+last+of+robin+hood+2013,tt2450440,214091,0,2013-09-06,0,92,5.7,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mixed Nuts,mixed+nuts+1994,tt0110538,24070,0,1994-12-21,0,97,5.2,37,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Kiki's Delivery Service,kikis+delivery+service+1989,tt0097814,16859,0,1989-07-29,18172849,103,7.6,768,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Citizen Ruth,citizen+ruth+1996,tt0115906,13891,0,1996-12-13,153155,104,6.8,27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Despicable Me,despicable+me+2010,tt1323594,20352,0,2010-07-08,543513985,95,7.1,6595,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Brassed Off,brassed+off+1996,tt0115744,9450,0,1996-11-01,0,107,6.9,53,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Bogus,bogus+1996,tt0115725,3587,0,1996-09-06,0,110,5.4,46,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
All the President's Men,all+the+presidents+men+1976,tt0074119,891,0,1976-04-04,70600000,138,7.6,424,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
The Cave,the+cave+2005,tt0402901,9042,0,2005-08-25,15007991,97,5.2,204,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
To Sir  with Love,to+sir_+with+love+1967,tt0062376,25934,0,1967-06-14,0,105,7.6,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Straw Dogs,straw+dogs+2011,tt0999913,64639,0,2011-09-16,10324441,110,5.5,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
A Pyromaniac's Love Story,a+pyromaniacs+love+story+1995,tt0114210,2307,0,1995-04-28,0,94,7.0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Illusionist,the+illusionist+2006,tt0443543,1491,0,2006-08-18,86915017,110,7.1,1657,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
The Parent Trap,the+parent+trap+1998,tt0120783,9820,0,1998-07-28,0,127,6.8,768,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Confessions of a Dangerous Mind,confessions+of+a+dangerous+mind+2002,tt0270288,4912,0,2002-12-30,33013805,113,6.6,281,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
A Kid in King Arthur's Court,a+kid+in+king+arthurs+court+1995,tt0113538,37108,0,1995-08-11,0,89,4.3,40,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Smokin' Aces,smokin+aces+2006,tt0475394,7516,0,2006-12-09,57103895,109,6.4,541,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Red Balloon,the+red+balloon+1956,tt0048980,15265,0,1956-10-19,0,34,7.7,101,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Stay,stay+2005,tt0371257,8066,0,2005-09-24,8342132,99,6.5,346,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Die Fighting,die+fighting+2014,tt2382090,193223,0,2014-11-03,0,110,4.2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Thor: The Dark World,thor+the+dark+world+2013,tt1981115,76338,0,2013-10-29,644571402,112,6.8,4873,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The New Guy,the+new+guy+2002,tt0241760,10985,0,2002-05-10,0,88,5.7,155,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Libertine,the+libertine+2004,tt0375920,7548,0,2004-09-16,0,114,5.9,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
A Good Job: Stories of the FDNY,a+good+job+stories+of+the+fdny+2014,tt3983732,288130,0,2014-09-08,0,60,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Body Snatcher,the+body+snatcher+1945,tt0037549,30346,0,1945-05-25,0,77,6.8,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Life or Something Like It,life+or+something+like+it+2002,tt0282687,16643,0,2002-04-26,16872671,103,5.7,126,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Robin Hood,robin+hood+1922,tt0013556,71066,0,1922-08-18,0,120,5.9,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Ghosts of Mars,ghosts+of+mars+2001,tt0228333,10016,0,2001-08-24,14010832,98,4.8,299,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
American Wedding,american+wedding+2003,tt0328828,8273,0,2003-08-01,231449203,103,6.0,1158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Terminal,the+terminal+2004,tt0362227,594,0,2004-06-17,219417255,128,7.1,1974,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mister Roberts,mister+roberts+1955,tt0048380,37853,0,1955-07-13,0,123,7.3,43,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
The Birth of a Nation,the+birth+of+a+nation+1915,tt0004972,618,0,1915-02-08,11000000,193,6.4,109,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Clockstoppers,clockstoppers+2002,tt0157472,15028,0,2002-03-17,38793283,94,4.9,89,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Open Your Eyes,open+your+eyes+1997,tt0125659,1902,0,1997-12-19,368234,117,7.4,211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Anger Management,anger+management+2003,tt0305224,9506,0,2003-04-11,195745823,106,5.9,937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Badlands,badlands+1973,tt0069762,3133,0,1973-10-15,0,94,7.5,301,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ice Storm,the+ice+storm+1997,tt0119349,68924,0,1997-09-27,8038061,112,6.9,181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel and the Badman,angel+and+the+badman+1947,tt0039152,22356,0,1947-02-15,0,100,6.6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Rififi,rififi+1955,tt0048021,934,0,1955-04-13,460226,122,7.7,90,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Breaker Morant,breaker+morant+1980,tt0080310,13783,0,1980-05-15,0,107,7.2,37,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Horse Feathers,horse+feathers+1932,tt0023027,13912,0,1932-08-19,0,68,6.6,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
They Live by Night,they+live+by+night+1948,tt0040872,44190,0,1948-08-06,0,95,6.5,25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Night,last+night+1998,tt0156729,16129,0,1998-10-23,0,95,7.0,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Nine Queens,nine+queens+2000,tt0247586,18079,0,2000-08-31,0,114,7.4,156,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Superman Returns,superman+returns+2006,tt0348150,1452,0,2006-06-28,391081192,154,5.4,1429,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Thir13en Ghosts,thir13en+ghosts+2001,tt0245674,9378,0,2001-10-26,0,91,5.4,447,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Captain Phillips,captain+phillips+2013,tt1535109,109424,0,2013-10-10,95000000,134,7.6,2495,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Sons of Katie Elder,the+sons+of+katie+elder+1965,tt0059740,16211,0,1965-12-26,0,122,7.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Fall,the+fall+2008,tt0460791,14784,0,2008-01-03,3669465,117,7.7,430,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Michael Clayton,michael+clayton+2007,tt0465538,4566,0,2007-09-28,92991835,119,6.6,508,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Color of Money,the+color+of+money+1986,tt0090863,11873,0,1986-10-07,52293982,119,6.7,297,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bitter Moon,bitter+moon+1992,tt0104779,10497,0,1992-09-02,1862805,139,7.0,115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Rescue Dawn,rescue+dawn+2006,tt0462504,9952,0,2006-09-09,7177143,126,6.9,339,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Strange Brew,strange+brew+1983,tt0086373,12921,0,1983-08-26,0,90,6.2,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaspar Hauser,kaspar+hauser+1993,tt0110246,12632,0,1993-09-11,0,139,6.3,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Bernie,bernie+2012,tt1704573,92591,0,2012-04-27,9206470,100,6.5,325,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Syriana,syriana+2005,tt0365737,231,0,2005-11-23,94000000,128,6.3,455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
DodgeBall: A True Underdog Story,dodgeball+a+true+underdog+story+2004,tt0364725,9472,0,2004-06-18,167722310,92,6.2,1009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Constantine,constantine+2005,tt0360486,561,0,2005-02-08,230884728,121,6.6,1837,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Lilya 4-ever,lilya+4-ever+2002,tt0300140,12093,0,2002-08-23,0,109,7.7,141,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Get Smart,get+smart+2008,tt0425061,11665,0,2008-06-19,230685453,110,6.0,1072,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Burn After Reading,burn+after+reading+2008,tt0887883,4944,0,2008-09-05,163720069,96,6.5,1251,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Aviator,the+aviator+2004,tt0338751,2567,0,2004-12-17,102000000,170,7.0,1526,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Two If by Sea,two+if+by+sea+1996,tt0118002,19760,0,1996-01-12,0,96,4.5,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Geronimo: An American Legend,geronimo+an+american+legend+1993,tt0107004,35588,0,1993-12-10,18635620,115,5.9,44,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Primary Colors,primary+colors+1998,tt0119942,9440,0,1998-03-20,0,143,6.1,97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
This Is England,this+is+england+2006,tt0480025,11798,0,2006-09-12,8176544,101,7.4,370,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sullivan's Travels,sullivans+travels+1941,tt0034240,16305,0,1941-11-30,0,90,8.0,100,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Contempt,contempt+1963,tt0057345,266,0,1963-10-21,528428,103,7.5,138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond a Reasonable Doubt,beyond+a+reasonable+doubt+2009,tt1183251,25137,0,2009-02-05,4388563,105,5.5,79,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Empire of the Sun,empire+of+the+sun+1987,tt0092965,10110,0,1987-12-09,22238696,153,7.3,491,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Blue Valentine,blue+valentine+2010,tt1120985,46705,0,2010-12-27,16566240,112,6.9,911,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Boyhood,boyhood+2014,tt1065073,85350,0,2014-06-05,44349000,164,7.5,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Monsters University,monsters+university+2013,tt1453405,62211,0,2013-06-20,743559607,104,7.0,3622,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Distinguished Gentleman,the+distinguished+gentleman+1992,tt0104114,10411,0,1992-12-04,46434570,112,5.7,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Babes in Toyland,babes+in+toyland+1961,tt0054649,32611,0,1961-12-14,0,106,5.8,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Insidious,insidious+2010,tt1591095,49018,0,2010-09-13,97009150,103,6.8,1775,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Wreck-It Ralph,wreck-it+ralph+2012,tt1772341,82690,0,2012-11-01,471222889,108,7.1,4656,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Plenty,plenty+1985,tt0089816,41166,0,1985-09-20,0,124,5.9,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Birdy,birdy+1984,tt0086969,11296,0,1984-12-14,1400000,120,6.9,112,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Jackal,the+jackal+1997,tt0119395,4824,0,1997-11-14,159330280,124,6.1,536,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dragonball Evolution,dragonball+evolution+2009,tt1098327,14164,0,2009-04-01,0,85,2.9,475,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Water,water+2005,tt0240200,7509,0,2005-09-08,10422387,115,6.7,35,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
An American Werewolf in Paris,an+american+werewolf+in+paris+1997,tt0118604,9406,0,1997-12-25,26570463,105,5.3,154,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Comedians of Comedy,the+comedians+of+comedy+2005,tt0451021,16452,0,2005-03-01,0,103,7.1,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hobbit: An Unexpected Journey,the+hobbit+an+unexpected+journey+2012,tt0903624,49051,0,2012-11-26,1021103568,169,7.0,8427,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Perfect Man,the+perfect+man+2005,tt0380623,15648,0,2005-06-17,0,100,5.5,207,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
The Moment After,the+moment+after+1999,tt0240732,33501,0,1999-07-04,0,89,4.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9,9+2009,tt0472033,12244,0,2009-08-19,48428063,79,6.6,1291,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Russians Are Coming  The Russians Are Coming,the+russians+are+coming_+the+russians+are+coming+1966,tt0060921,31918,0,1966-05-25,0,126,6.2,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Daybreakers,daybreakers+2009,tt0433362,19901,0,2009-01-06,51416464,98,6.0,646,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
The Little Rascals,the+little+rascals+1994,tt0110366,10897,0,1994-08-05,67308282,82,6.3,214,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Brewster's Millions,brewsters+millions+1985,tt0088850,11064,0,1985-05-22,45833132,97,6.5,144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scenes from a Marriage,scenes+from+a+marriage+1973,tt0070644,133919,0,1973-04-11,0,283,8.3,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Day the Earth Caught Fire,the+day+the+earth+caught+fire+1961,tt0054790,28430,0,1961-11-01,0,98,7.3,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Home Alone 3,home+alone+3+1997,tt0119303,9714,0,1997-12-12,79082515,102,5.1,632,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Edukators,the+edukators+2004,tt0408777,276,0,2004-10-25,0,127,7.2,83,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
From Up on Poppy Hill,from+up+on+poppy+hill+2011,tt1798188,83389,0,2011-07-16,0,91,7.6,332,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Underworld,underworld+2003,tt0320691,277,0,2003-09-19,95708457,121,6.6,2556,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Big One,the+big+one+1997,tt0124295,1774,0,1997-09-06,720074,91,6.2,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Excess Baggage,excess+baggage+1997,tt0119086,26180,0,1997-08-29,0,101,5.6,56,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Fly II,the+fly+ii+1989,tt0097368,10344,0,1989-02-10,38903179,105,5.2,159,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Rush,rush+2013,tt1979320,96721,0,2013-09-02,90247624,123,7.7,2310,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Easy A,easy+a+2010,tt1282140,37735,0,2010-09-10,74952305,92,6.7,2282,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flyboys,flyboys+2006,tt0454824,9664,0,2006-09-22,17800000,140,6.3,274,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
Maleficent,maleficent+2014,tt1587310,102651,0,2014-05-28,758539785,97,7.0,4607,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Heist,heist+2001,tt0252503,11088,0,2001-11-09,0,107,6.3,138,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Shooting Fish,shooting+fish+1997,tt0120122,25719,0,1997-08-22,302204,109,7.0,23,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Life Is a Miracle,life+is+a+miracle+2004,tt0322420,20128,0,2004-05-14,0,155,7.3,42,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Catch and Release,catch+and+release+2006,tt0395495,13668,0,2006-10-20,16158487,111,5.8,109,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Amityville Horror,the+amityville+horror+1979,tt0078767,11449,0,1979-07-27,86432000,117,6.2,192,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Bad Taste,bad+taste+1987,tt0092610,9964,0,1987-12-01,0,91,6.4,196,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
To Live,to+live+1994,tt0110081,31439,0,1994-06-30,0,125,7.7,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Volcano,volcano+1997,tt0120461,10357,0,1997-04-25,0,104,5.2,387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Hoosiers,hoosiers+1986,tt0091217,5693,0,1986-11-14,28607524,114,7.1,143,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Key Largo,key+largo+1948,tt0040506,11016,0,1948-07-31,0,100,7.6,124,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Up in Smoke,up+in+smoke+1978,tt0078446,11455,0,1978-01-01,41590893,86,6.7,201,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boys,the+boys+1998,tt0139898,13821,0,1998-05-07,0,86,6.8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Déjà Vu,dj+vu+2006,tt0453467,7551,0,2006-11-22,180557550,126,6.6,1519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Mothman Prophecies,the+mothman+prophecies+2002,tt0265349,2637,0,2002-01-25,55157539,119,6.1,307,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
The Yards,the+yards+2000,tt0138946,19457,0,2000-04-27,0,115,6.0,98,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Vampire in Brooklyn,vampire+in+brooklyn+1995,tt0114825,12158,0,1995-10-26,19800000,100,4.5,113,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Boiler Room,boiler+room+2000,tt0181984,14181,0,2000-02-18,28780255,118,6.5,202,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Batman: Mask of the Phantasm,batman+mask+of+the+phantasm+1993,tt0106364,14919,0,1993-12-25,5617391,76,7.4,218,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fantastic Four,fantastic+four+2005,tt0120667,9738,0,2005-06-29,330579719,106,5.5,3040,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Wagons East!,wagons+east+1994,tt0111653,30114,0,1994-08-26,0,107,4.8,28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sugar Town,sugar+town+1999,tt0173390,142132,0,1999-09-17,0,92,5.5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romance,romance+2012,tt2378428,171982,0,2012-10-09,0,27,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Amelia,amelia+2009,tt1129445,8915,0,2009-10-22,19258519,111,5.4,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe the King,joe+the+king+1999,tt0160672,53151,0,1999-10-17,0,93,6.3,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peaceful Warrior,peaceful+warrior+2006,tt0438315,13689,0,2006-03-30,0,120,7.3,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
