id,tmdb_id,imdb_id,title,original_title,adult,belongs_to_collection,budget,genres,homepage,original_language,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,vote_average,vote_count
the+acid+house+1998,12229,tt0122515,The Acid House,The Acid House,False,NAN,0,Comedy|Drama,null,en,THE ACID HOUSE is a surreal triptych adapted by "Trainspotting" author Irvine Welsh from his acclaimed collection of short stories.  Combining a vicious sense of humor with hard-talking drama  the film reaches into the hearts and minds of the chemical generation  casting a dark and unholy light into the hidden corners of the human psyche.  Directed by Paul McGuigan  the film dramatises three stories from the book: 1- The Granton Star Cause  2- A Soft Touch &amp; 3- The Acid House.,4.222607,/nhRVPO3AOYDwet4YaStYdk18o79.jpg,NAN,United Kingdom,1998-07-02,0,106,English,Released,6.4,33
beethovens+2nd+1993,10438,tt0106375,Beethoven's 2nd,Beethoven's 2nd,False,Beethoven Collection,15000000,Family|Comedy,null,en,Beethoven is back -- and this time  he has a whole brood with him now that he's met his canine match  Missy  and fathered a family. The only problem is that Missy's owner  Regina  wants to sell the puppies and tear the clan apart. It's up to Beethoven and the Newton kids to save the day and keep everyone together.,5.886769,/pQaMstkYVNyHxCMHeCPiHrZV2RJ.jpg,Universal Pictures|Northern Lights Entertainment,United States of America,1993-12-14,118243066,89,English,Released,5.0,175
reversal+of+fortune+1990,38718,tt0100486,Reversal of Fortune,Reversal of Fortune,False,NAN,0,Drama,null,en,Wealthy Sunny von Bülow lies brain-dead  husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal.,7.929751,/7n8Rl18eWdR1r7xRJWBPzfhPYxy.jpg,Shochiku-Fuji Company|Sovereign Pictures|Reversal Films Inc.,Japan|United Kingdom|United States of America,1990-10-05,15445131,111,English,Released,6.6,59
shoot+em+up+2007,4141,tt0465602,Shoot 'Em Up,Shoot 'Em Up,False,NAN,39000000,Action|Thriller|Comedy|Crime,http://wwws.warnerbros.de/shootemup/,en,A man named Mr. Smith delivers a woman's baby during a shootout  and is then called upon to protect the newborn from the army of gunmen.,7.259086,/44SYjI4rV7tjYhRPzMRUj5UjDYJ.jpg,New Line Cinema|Angry Films,United States of America,2007-07-26,26820641,86,English|Italiano,Released,6.3,589
13+assassins+2010,58857,tt1436045,13 Assassins,十三人の刺客,False,NAN,6000000,Adventure|Drama|Action,http://www.13assassins.com/,ja,A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,9.534232,/7Vr1c98X9JaKW6K95Xm6KBqiqDg.jpg,Toho Company|Sedic International,Japan|United Kingdom,2010-09-09,17555141,141,日本語,Released,7.1,362
juliet+of+the+spirits+1965,19120,tt0059229,Juliet of the Spirits,Giulietta degli spiriti,False,NAN,0,Comedy|Drama|Fantasy,null,it,Visions  memories  and mysticism all help a 40-something woman to find the strength to leave her cheating husband.,5.348359,/9Rbkl15bkp0ArBajUaxS7T1MEFb.jpg,Francoriz Production|Rizzoli Film,Italy|France,1965-10-22,0,137,Italiano,Released,7.4,47
little+monsters+1989,15138,tt0097758,Little Monsters,Little Monsters,False,NAN,7000000,Adventure|Fantasy|Comedy|Family,null,en,A young boy is scared of the monster under his bed. He asks his 6th grade brother to swap rooms for the night as a bet that the monster really exists. Soon the brother becomes friends with the monster and discovers a whole new world of fun and games under his bed where pulling pranks on kids and other monsters is the main attraction,6.256969,/3L1yXIoue6WhXwd21deArRkHuOQ.jpg,NAN,United States of America,1989-08-25,793775,102,English,Released,5.6,53
walking+and+talking+1996,49963,tt0118113,Walking and Talking,Walking and Talking,False,NAN,0,Comedy|Drama|Romance,null,en,Things have been tough lately for Amelia. Her best friend moved out of the apartment  her cat got cancer  and now her best friend  Laura  is getting married. She copes with things  from the help of Andrew  Frank  Laura  and a brief romance with Bill "The Ugly Guy".,0.913281,/wUMMnbcqrNP1jIf64kDcJ6NtDJj.jpg,Channel Four Films|Pandora Filmproduktion|Zenith Entertainment|Good Machine|Mikado Film|Electric|TEAM Communications Group,Germany|United Kingdom|United States of America,1996-07-17,0,86,English,Released,6.6,8
the+wrestler+2008,12163,tt1125849,The Wrestler,The Wrestler,False,NAN,6000000,Drama|Romance,http://www.thewrestlermovie.com/,en,Aging wrestler Randy "The Ram" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating  however  Randy hangs up his tights  pursues a serious relationship with a long-in-the-tooth stripper  and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.,7.903956,/huooRmB7yksJyVVSkqOgitxlCec.jpg,Saturn Films|Wild Bunch|Protozoa Pictures|Top Rope,United States of America,2008-09-07,44703995,109,English,Released,7.3,1031
liquid+sky+1982,20980,tt0085852,Liquid Sky,Liquid Sky,False,NAN,0,Science Fiction|Comedy,null,en,Invisible aliens in a tiny flying saucer come to Earth looking for heroin. They land on top of a New York apartment inhabited by a drug dealer and her female  androgynous  bisexual nymphomaniac lover  a fashion model. The aliens soon find the human pheromones created in the brain during orgasm preferable to heroin  and the model's casual sex partners begin to disappear.,1.076213,/kIwtXcEGrRsJdRhld7OWCpx5DBO.jpg,Z Films Inc.,United States of America,1982-08-01,0,112,English,Released,6.1,22
the+civil+war+1990,26397,tt0098769,The Civil War,The Civil War,False,NAN,0,Documentary,null,en,This highly acclaimed mini series traces the course of the U.S. Civil War from the abolitionist movement through all the major battles to the death of President Lincoln and the beginnings of Reconstruction. The story is mostly told in the words of the participants themselves  through their diaries  letters  and Visuals are usually still photographs and illustrations of the time  and the soundtrack is likewise made up of war-era tunes played on period instruments. Several modern-day historians offer periodic comment and insight on the war's causes and events.,3.431403,/r4sWAokhRr5gYgl5GjzQ8XXCXwI.jpg,Florentine Films|American Documentaries Inc.|Kenneth Lauren Burns|WETA|Time-Life Video,United States of America,1990-09-23,0,680,English|Français,Released,9.2,15
visitor+q+2001,4241,tt0290329,Visitor Q,ビジターQ,False,NAN,0,Comedy|Drama|Horror|Thriller,null,ja,A father  who is a failed former television reporter tries to mount a documentary about violence and sex among youths. He proceeds to have sex with his daughter who is now a prostitute and films his son being humiliated and hit by classmates. "Q"  a perfect stranger somehow gets involved and enters the bizarre family whose son beats his mom  who in turn is also a prostitute and a heroin addict.,3.577025,/qdYDzkWmRGXSb8TGH4JGI2LaKuI.jpg,CineRocket,Japan,2001-03-17,0,84,日本語,Released,6.7,90
dredd+2012,49049,tt1343727,Dredd,Dredd,False,NAN,50000000,Action|Science Fiction,http://dreddthemovie.com/,en,In the future  America is a dystopian wasteland. The latest scourge is Ma-Ma  a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges  who combine the duties of judge  jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge  Dredd  discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.,12.1524,/71fkYuMVMtdbREh9Mp3gTFmI8Bv.jpg,DNA Films|Reliance BIG Entertainment|IM Global|Rena Film|Peach Trees,South Africa|United Kingdom|United States of America|India,2012-09-07,41037742,95,English,Released,6.6,1971
it+came+from+outer+space+1953,19483,tt0045920,It Came from Outer Space,It Came from Outer Space,False,NAN,0,Horror|Science Fiction,null,en,Author &amp; amateur astronomer John Putnam and schoolteacher Ellen Fields witness an enormous meteorite come down near a small town in Arizona  but Putnam becomes a local object of scorn when  after examining the object up close  he announces that it is a spacecraft  and that it is inhabited...,7.749114,/hIYZaXip6eZDN9hU9xCZAVuFAWG.jpg,Universal International Pictures (UI),United States of America,1953-05-26,0,81,English,Released,6.2,52
auto+focus+2002,14112,tt0298744,Auto Focus,Auto Focus,False,NAN,7000000,Drama|Crime,null,en,A successful TV star during the 1960s  former "Hogan's Heroes" actor Bob Crane projects a wholesome family-man image  but this front masks his persona as a sex addict who records and photographs his many encounters with women  often with the help of his seedy friend  John Henry Carpenter. This biographical drama reveals how Crane's double life takes its toll on him and his family  and ultimately contributes to his death,7.936578,/9Zharuwc4DK5UuqoMN7Y2vZjdWn.jpg,Sony Pictures Classics|Propaganda Films|Good Machine,United States of America,2002-10-18,2062066,104,English,Released,6.1,56
thesis+1996,9299,tt0117883,Thesis,Tesis,False,NAN,0,Horror|Thriller,null,es,While doing a thesis about violence  Ángela finds a snuff video where a girl is tortured until death. Soon she discovers that the girl was a former student in her faculty...,7.110912,/uW2CrHzSz8zuAZcWCrz3QcyGH5m.jpg,Sogepaq|Las Producciones del Escorpión S.L.,Spain,1996-04-11,2647055,125,Español,Released,7.2,165
kummeli+stories+1995,62719,tt0113580,Kummeli Stories,Kummeli Stories,False,NAN,0,Comedy,null,fi,The war between Luxembourg and Finland sets the outline to a set of comedic stories about a rally team  gay couple's fishing trip  two hoodlums' last school days in the spring and a haunted hotel among others.,1.011155,/14fGWUacioDIiDp80KUg55hzAOp.jpg,Kinoproduction Oy|Porkkana Ryhmä|Yleisradio (YLE),Finland,1995-10-20,0,86,suomi|Deutsch|svenska,Released,6.4,13
one+crazy+summer+1986,18282,tt0091680,One Crazy Summer,One Crazy Summer,False,NAN,0,Drama|Comedy|Romance|Family,null,en,An aspiring teenage cartoonist and his friends come to the aid of a singer trying to save her family property from developers.,4.66789,/fFqMnlM6C2wLLbtno6LO5PtuRO6.jpg,A&M Films,United States of America,1986-08-08,0,89,English,Released,6.4,54
lucy+2014,240832,tt2872732,Lucy,Lucy,False,NAN,40000000,Action|Science Fiction,http://lucymovie.com/,en,A woman  accidentally caught in a dark deal  turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.,36.447603,/rwn876MeqienhOVSSjtUPnwxn0Z.jpg,Universal Pictures|TF1 Films Production|Canal+|EuropaCorp|Ciné+,France|United States of America,2014-07-14,126546825,89,普通话|English|Français|Español|한국어/조선말,Released,6.3,6048
phantasm+ii+1988,15158,tt0095863,Phantasm II,Phantasm II,False,Phantasm Collection,3000000,Action|Horror|Science Fiction|Thriller,http://phantasm.com,en,Mike  after his release from a psychiatric hospital  teams up with his old pal Reggie to hunt down the Tall Man  who is at it again. A mysterious  beautiful girl has also become part of Mike's dreams  and they must find her before the Tall Man does.,8.733192,/nXTgWw0eWGvSPDblFdDe2tkLDNI.jpg,Universal Pictures|Spacegate Productions|Starway International Inc.,United States of America,1988-07-08,7282851,97,English,Released,6.3,97
looking+for+mr.+goodbar+1977,37749,tt0076327,Looking for Mr. Goodbar,Looking for Mr. Goodbar,False,NAN,0,Drama|Thriller,null,en,A dedicated schoolteacher spends her nights cruising bars  looking for abusive men with whom she can engage in progressively violent sexual encounters.,7.637221,/9s4ZTveYadZ2xBXPHJqgr6xKVj0.jpg,Bandai Visual,United States of America,1977-10-19,22512655,135,English,Released,6.8,25
octopussy+1983,700,tt0086034,Octopussy,Octopussy,False,James Bond Collection,27500000,Adventure|Action|Thriller,http://www.mgm.com/view/movie/1394/Octopussy/,en,James Bond is sent to investigate after a fellow “00” agent is found dead with a priceless Farberge egg. James bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War.,10.619302,/s1GeJcwTclopbed1Bo2hjunSika.jpg,Eon Productions,United Kingdom|United States of America,1983-06-05,187500000,131,Deutsch|English|Pусский|Español,Released,6.2,534
daddy+day+care+2003,10708,tt0317303,Daddy Day Care,Daddy Day Care,False,Daddy Day Camp Collection,60000000,Comedy|Family,null,en,Two men get laid off and have to become stay-at-home dads when they can't find jobs  which inspires them to open their own day-care center.,6.504927,/y3aq5fDNtSHw79wugWtZDhejToj.jpg,Columbia Pictures|Revolution Studios|Davis Entertainment,United States of America,2003-05-03,164433867,92,English,Released,5.6,526
from+the+earth+to+the+moon+1998,30983,tt0120570,From the Earth to the Moon,From the Earth to the Moon,False,NAN,0,Documentary|Drama,null,en,Tom Hanks  Imagine Entertainment and HBO present From the Earth to the Moon  the dramatic story of the unforgettable Apollo missions and their heroic astronauts  from President John F. Kennedy's historic speech  through the first manned expeditions into space  to the defining moment of the space program - putting a man on the moon.  "One small step for man...one giant leap for mankind."  Powerfully told as never before through the unforgettable performances of Cary Elwes  Sally Field  Chris Isaak and many more  these are the stories of the men  women and children who lived  breathed and manufactured from the power of human will one of the greatest achievements in the history of mankind.,3.22315,/yECLq6UpcldfblPTd2OJmqMDOEC.jpg,Imagine Entertainment|HBO,United States of America,1998-04-05,0,720,English,Released,8.4,26
scooby-doo+2002,9637,tt0267913,Scooby-Doo,Scooby-Doo,False,Scooby-Doo Collection,84000000,Mystery|Adventure|Comedy,null,en,The Mystery Inc. gang have gone their separate ways and have been apart for two years  until they each receive an invitation to Spooky Island. Not knowing that the others have also been invited  they show up and discover an amusement park that affects young visitors in very strange ways.,8.592826,/jnhGTpAdwqxicXIzrAK4QLInQgl.jpg,Atlas Entertainment|Mosaic Media Group|Warner Bros.,United States of America,2002-06-14,275650703,88,English,Released,5.4,853
jury+duty+1995,19326,tt0113500,Jury Duty,Jury Duty,False,NAN,0,Comedy|Drama,null,en,When jobless Tommy Collins discovers that sequestered jurors earn free room and board as well as $5-a-day  he gets himself assigned to a jury in a murder trial. Once there  he does everything he can to prolong the trial and deliberations and make the sequestration more comfortable for himself.,3.676921,/fOKuWVHR2M4xPjRwYl0bLHsdRHu.jpg,TriStar Pictures,United States of America,1995-04-12,17014653,88,English,Released,4.0,34
saving+grace+2000,2360,tt0195234,Saving Grace,Saving Grace,False,NAN,10000000,Crime|Comedy,null,en,Unexpectedly widowed  prim and proper housewife Grace Trevethyn finds herself in dire financial straits when she inherits massive debts her late husband had been accruing for years. Faced with losing her house  she decides to use her talent for horticulture and hatches a plan to grow potent marijuana which can be sold at an astronomical price  thus solving her financial crisis.,5.13955,/lxQH3GuD39uskpbYWWdcUzyhETJ.jpg,Fine Line Features|Homerun Productions|Portman Entertainment Group|Rich Pickings|Sky Pictures|Wave Pictures,France|United Kingdom,2000-01-24,26330482,93,Français|English,Released,6.3,115
cat+people+1982,6217,tt0083722,Cat People,Cat People,False,NAN,0,Drama|Fantasy|Horror|Thriller,null,en,After years of separation  Irina (Nastassja Kinski) and her minister brother  Paul (Malcolm McDowell)  reunite in New Orleans in this erotic tale of the supernatural. When zoologists capture a wild panther  Irina is drawn to the cat -- and the zoo curator (John Heard) is drawn to her. Soon  Irina's brother will have to reveal the family secret: that when sexually aroused  they turn into predatory jungle cats.,6.126046,/dievCAlW1E3DgkYhgQ6Xcvr0ltf.jpg,Universal Pictures|RKO Pictures,United States of America,1982-04-02,0,118,English,Released,6.0,97
y+tu+mam+tambin+2001,1391,tt0245574,Y Tu Mamá También,Y tu mamá también,False,NAN,5000000,Drama|Romance,null,es,In Mexico  two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life  friendship  sex  and each other.,13.962548,/lA52Zr0MGkCDDAzwno9ruCjDwK0.jpg,Bésame Mucho Pictures|Producciones Anhelo|The Criterion Collection,Mexico,2001-06-08,33616692,106,Español,Released,7.3,321
my+boyfriends+back+1993,31503,tt0107626,My Boyfriend's Back,My Boyfriend's Back,False,NAN,0,Comedy|Romance,null,en,Missy McCloud is the most beautiful girl in school and Johnny Dingle has been in love with her for years. One night  Johnny is killed trying to win her over  and soon he comes back from the dead  and wins Missy's heart.,2.183504,/me2PB6nN4ICUFOGWEnhZH8iuF9y.jpg,Touchstone Pictures,United States of America,1993-08-06,3335984,85,English,Released,5.4,22
grand+canyon+1991,13697,tt0101969,Grand Canyon,Grand Canyon,False,NAN,0,Drama,null,en,Grand Canyon revolved around six residents from different backgrounds whose lives intertwine in modern-day Los Angeles. At the center of the film is the unlikely friendship of two men from different races and classes brought together when one finds himself in jeopardy in the other's rough neighborhood.,4.422985,/zRgzeFhX7NuAWNsMuAoLEKI1n0R.jpg,Twentieth Century Fox Film Corporation,United States of America,1991-12-25,0,134,English,Released,6.8,51
gone+in+60+seconds+1974,16246,tt0071571,Gone in 60 Seconds,Gone in 60 Seconds,False,Gone in 60 Seconds Trilogy,0,Action|Crime|Drama|Thriller,null,en,Insurance investigator Maindrian Pace and his team lead double-lives as unstoppable car thieves. When a South American drug lord pays Pace to steal 48 cars for him  all but one  a 1973 Ford Mustang  are in the bag. As Pace prepares to rip-off the fastback  codenamed "Eleanor"  in Long Beach  he is unaware that his boss has tipped off the police after a business dispute.,3.560274,/jlR0myeIYDZsZqyv93tf40iRxnL.jpg,Halicki Productions,United States of America,1974-07-28,0,105,English,Released,6.5,40
son+of+rambow+2007,13258,tt0845046,Son of Rambow,Son of Rambow,False,NAN,4000000,Comedy,http://www.sonoframbow.com/,en,Will Proudfoot (Bill Milner) is looking for an escape from his family's stifling home life when he encounters Lee Carter (Will Poulter)  the school bully. Armed with a video camera and a copy of "Rambo: First Blood"  Lee plans to make cinematic history by filming his own action-packed video epic. Together  these two newfound friends-turned-budding-filmmakers quickly discover that their imaginative ― and sometimes mishap-filled ― cinematic adventure has begun to take on a life of its own!,7.391932,/7rDyK1mCUFxbQcxFHj9c2xumFCp.jpg,Celluloid Dreams|Hammer & Tongs,Germany|France|United Kingdom,2007-01-22,6870249,96,English|Français,Released,6.7,146
auntie+mame+1958,16347,tt0051383,Auntie Mame,Auntie Mame,False,NAN,0,Comedy|Drama,null,en,Ten-year-old orphan Patrick Dennis has come to live with his nearest relative and in the high times ahead  he's not going to believe his luck. Nor will you  because Patrick's relation is played by one of Hollywood's grandest dames. Reprising her Broadway triumph  Rosalind Russell won her fourth Oscar nomination and third Golden Globe Award as the marvelous madcap who lives life to the hilt.  Auntie Mame brings to bubbly life the mayhem Mame and her cronies create while guiding Patrick's fortunes. "Life is a banquet " Mame says  "and most poor suckers are starving to death!" With wit  style and a seasoned cast to dish humor and heart with gusto  Auntie Mame is a full-course meal of entertainment magic.,1.849064,/bYaJdgb2eetGrlast3Ykc72F2b0.jpg,Warner Bros.,United States of America,1958-12-27,0,143,Italiano,Released,6.4,28
hope+and+glory+1987,32054,tt0093209,Hope and Glory,Hope and Glory,False,NAN,0,Drama|War,null,en,British writer/director John Boorman (The Emerald Forest) draws us into an astonishing and exhilarating portrait of his own childhood  set against the terrors of a London torn apart by the onset of WWII. Seven-year-old Billy Rohan (Sebastian Rice Edwards) finds his childhood to be atime of great dangerand even greater discovery. From thunderous bombings at his own doorstep andthe constant threat of Luftwaffe air raids to the landing of a German paratrooper in his neighborhood and the joyous obliteration of his much-hated school  Billy's young life is shapedand even enrichedby the one positive thing war has brought him: liberation from the ordinary. And though Billy is surrounded by decimation and the smoking remnants of ruined lives  his sense of enchanted wonderment and innocence in the face of man's most destructive folly affect him in a way that alters his life forever.,3.390491,/85LQ2ZShYhHJcndyVqXoPf7AxK4.jpg,Columbia Pictures,United Kingdom|United States of America,1987-09-03,0,113,English,Released,6.5,44
jackass+the+movie+2002,9012,tt0322802,Jackass: The Movie,Jackass: The Movie,False,Jackass Collection,5000000,Documentary|Comedy,null,en,Johnny Knoxville and his crazy friends appear on the big screen for the very first time in Jackass: The Movie. They wander around Japan in panda outfits  wreak havoc on a once civilized golf course  they even do stunts involving LIVE alligators  and so on. While Johnny Knoxvile and his pals put their life at risk  they are entertaining people at the same time. Get ready for Jackass: The Movie!!,14.095586,/iCB8mLrRoMp6sFta1qgZyZgmu9W.jpg,Paramount Pictures|MTV Films|Dickhouse Productions|Lynch Siderow Productions,United States of America,2002-10-21,64282312,87,English,Released,6.1,355
leap+of+faith+1992,12772,tt0104695,Leap of Faith,Leap of Faith,False,NAN,0,Comedy|Drama|Romance,null,en,Jonas Nightengale is a fraudulent Christian faith healer who makes a living travelling around America holding revival meetings and conducting 'miracles' with the help of his friend and manager  Jane  and their entourage. One of their trucks breaks down in Rustwater  a town in desperate need of rain to save their crops. While waiting for spare parts  Jonas decides to hold a revival meeting in the town. The local sheriff  Will Braverman  is skeptical and tries to prevent his town and its people from being conned. However a local disabled boy  Boyd  believes Jonas could make him walk again. Events in Rustwater make Jonas examine his own faith and doubts.,5.25527,/v0w2ouyj6IZdZ8Sv6deYwn9R1Ae.jpg,Paramount Pictures,United States of America,1992-12-18,0,108,English,Released,5.1,49
a+nightmare+on+elm+street+5+the+dream+child+1989,10160,tt0097981,A Nightmare on Elm Street 5: The Dream Child,A Nightmare on Elm Street 5: The Dream Child,False,A Nightmare on Elm Street Collection,8000000,Horror|Thriller,null,en,Alice  having survived the previous installment of the Nightmare series  finds the deadly dreams of Freddy Krueger starting once again. This time  the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be "born again" into the real world. The only one who can stop Freddy is his dead mother  but can Alice free her spirit in time to save her own son?,7.534739,/vnorsG2pKAVqIMYsDJbKoOr4CsX.jpg,New Line Cinema,United States of America,1989-08-11,22168359,89,English,Released,5.5,251
idle+hands+1999,6552,tt0138510,Idle Hands,Idle Hands,False,NAN,25000000,Thriller|Comedy|Horror,null,en,Anton is a cheerful but exceedingly non-ambitious 17-year-old stoner who lives to stay buzzed  watch TV  and moon over Molly  the beautiful girl who lives next door. However  it turns out that the old cliché about idle hands being the devil's playground has a kernel of truth after all.,6.851628,/lActBgdxuILDSgwtngkNKD7oMEn.jpg,Columbia Pictures Corporation|Team Todd|Licht/Mueller Film Corporation,United States of America,1999-04-30,4152230,92,English,Released,6.1,183
any+given+sunday+1999,9563,tt0146838,Any Given Sunday,Any Given Sunday,False,NAN,55000000,Drama,null,en,A star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. The unknown gives a stunning performance and forces the aging coach to reevaluate his game plans and life. A new co-owner/president adds to the pressure of winning. The new owner must prove her self in a male dominated world.,10.571434,/ofxxBtOoNRQD9yuiVIEo8sbsqkK.jpg,Donners' Company|Ixtlan|Warner Bros.,United States of America,1999-12-16,100230832,163,English,Released,6.8,430
the+final+countdown+1980,8738,tt0080736,The Final Countdown,The Final Countdown,False,NAN,0,Action|Science Fiction,null,en,In 1980  the US Navy's most powerful warship  the USS Nimitz  is caught in a storm during routine manoeuvres in the Pacific. Enveloped by a strange green light  the ship passes through a vortex and when they emerge  their communications have been cut off. The ship's Captain (Kirk Douglas) sends out a patrol and the F-14 pilots are shocked to encounter vintage Japanese warplanes.,11.319726,/4TL97w3r2QdiFA4gzfbC4o8ZpgZ.jpg,The Bryna Company,United States of America,1980-01-31,16647800,103,Pусский|English|日本語,Released,6.1,120
halloween+ii+2009,24150,tt1311067,Halloween II,Halloween II,False,Halloween (Rob Zombie Series) Collection,15000000,Horror,http://www.halloween2-movie.com/,en,Laurie Strode struggles to come to terms with her brother Micheal's deadly return to Haddonfield  Illinois; meanwhile  Michael prepares for another reunion with his sister.,7.490807,/h1dZl05QjHfoTWrItqn0KVtTHru.jpg,Dimension Films|Spectacle Entertainment Group|Trancas International Films,United States of America,2009-08-28,39421467,105,English,Released,5.1,273
always+1989,11352,tt0096794,Always,Always,False,NAN,31000000,Fantasy|Drama|Romance,null,en,Pete Sandich is a reckless fire-fighting pilot who is killed in what was to have been his final mission. Ascending to Heaven  Pete is introduced to business-like angel who instructs the spectral Pete to pass on his aviation knowledge to his young successor. While doing so  Pete also smoothes the course of romance for his earthly girlfriend who  after several months of grieving  finally falls in love with another man.,5.443097,/qSU4UZrKsLOxsPlwNm034w4eDqr.jpg,Universal Pictures|Amblin Entertainment|United Artists,United States of America,1989-12-22,74134790,122,English,Released,6.0,136
bride++prejudice+2004,57825,tt0361411,Bride & Prejudice,Bride & Prejudice,False,NAN,7000000,Drama|Comedy|Music|Romance,null,en,A Bollywood update of Jane Austen's classic tale  in which Mrs. Bakshi is eager to find suitable husbands for her four unmarried daughters. When the rich single gentlemen Balraj and Darcy come to visit  the Bakshis have high hopes  though circumstance and boorish opinions threaten to get in the way of romance.,9.55791,/cB3onTMhXNmE1AhBvqCFu9KEWbl.jpg,NAN,United Kingdom|United States of America,2004-02-11,0,111,English|हिन्दी|Magyar|Italiano|ਪੰਜਾਬੀ|Español,Released,6.5,114
ziggy++stardust+and+the+spiders+from+mars+1973,34759,tt0086643,Ziggy  Stardust and the Spiders from Mars,Ziggy  Stardust and the Spiders from Mars,False,NAN,0,Documentary|Music,null,en,Documentary from David Bowie's concert at the Hammersmith Odeon in London on 3 July 1973  when he performed as alter ego Ziggy Stardust for the very last time.  The quintessential moment in glam-rock history  ZIGGY STARDUST AND THE SPIDERS FROM MARS is David Bowie at his best. This film of the 1973 concert (released 10 years later) documents the hallucinogenic collage of kitsch  Warhol/Pop irony  and flamboyant excess that was the Bowie phenomenon: his trademark synthetic androgyny is a musical symbiosis of feminine passion and masculine dominance that define his funky  gender-bending art and  ultimately  the glam-rock genre as a whole. Early on  the film cuts to elaborate backstage costume changes between sets  highlighting a playlist that includes such classics as "Changes " "Space Oddity " "Time " and "Suffragette City.",1.167518,/1bVRQIEy5mCRztQlPs6a9yUdW67.jpg,Bewlay Bros.|Pennebaker Productions,United Kingdom,1973-12-23,0,90,English,Released,7.6,15
the+help+2011,50014,tt1454029,The Help,The Help,False,NAN,25000000,Drama,http://thehelpmovie.com/#/splash,en,Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia "Skeeter" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson  Mississippi revolves around "the help"; yet they are always kept at a certain distance because of racial lines.,7.486118,/6u85CuvnbrzWMhKbGk4Bm5RnO3V.jpg,DreamWorks SKG|1492 Pictures|Participant Productions|Imagenation Abu Dhabi FZ|Reliance Entertainment|Touchstone Pictures,India|United Arab Emirates|United States of America,2011-08-09,124272124,146,English,Released,7.9,1966
pale+rider+1985,8879,tt0089767,Pale Rider,Pale Rider,False,NAN,0,Romance|Western,null,en,A small gold mining camp is terrorised by a ruthless land owner wanting to take their land. Clint Eastwood arrives riding a pale horse just as a young girl is praying to God to help the miners. He is revealed to be a preacher with mysterious and possible otherworldly origins who teams up with the miners to defeat the land owner and the corrupt sheriff.,9.385078,/kpAN5WnDEVWYzMDPkXHTbrDQuak.jpg,Warner Bros.|Malpaso Company,United States of America,1985-06-28,41410568,115,English,Released,7.0,255
blink+1994,26203,tt0109297,Blink,Blink,False,NAN,0,Mystery|Crime|Drama|Thriller,null,en,Emma is an attractive girl in her 20s who has been blind for 20 years. A new type of eye operation partially restores her sight  but she is having problems: sometimes she doesn't "remember" what she's seen until later. One night she is awakened by a commotion upstairs. Peering out of her door  she sees a shadowy figure descending the stairs. Convinced that her neighbour has been murdered she approaches the police  only to find that she is unsure if it was just her new eyes playing tricks on her.,3.00282,/mmy2q3CoDlmVl3SmnlIdoGIo5MT.jpg,New Line Cinema,United States of America,1994-01-26,16668552,106,English,Released,6.3,45
twilight+zone+the+movie+1983,15301,tt0086491,Twilight Zone: The Movie,Twilight Zone: The Movie,False,NAN,10000000,Drama|Fantasy|Horror|Science Fiction|Thriller,null,en,Four directors collaborated to remake four episodes of the popular television series 'The Twilight Zone' for this movie. The episodes are updated slightly and in color (the television show was in black-and-white)  but very true to the originals  where eerie and disturbing situations gradually spin out of control. "A Quality of Mercy"  "Kick the Can"  "It's a Good Life"  and "Nightmare at 20 000 Feet".,5.836054,/hLcKs6evdDddVrvbYUCZ9vtKWfT.jpg,Warner Bros.,United States of America,1983-06-24,29450919,101,English|Français|Deutsch|Tiếng Việt,Released,6.2,164
beautiful+creatures+2000,15940,tt0221889,Beautiful Creatures,Beautiful Creatures,False,NAN,0,Comedy|Crime|Drama|Thriller,null,en,When Petula and Dorothy cover up the accidental murder of one jerk boyfriend  they hatch a hilarious scheme to collect a huge ransom.,2.269511,/9LxHipX4skQ3OjenAXt8RhQpV4j.jpg,DNA Films|Arts Council of England|DNA Pictures International|Snakeman Productions,United Kingdom,2000-08-23,0,85,English,Released,5.9,25
