user_id,age,occupation,gender
55515,18,scientist,M
43294,32,retired,M
46369,25,other or not specified,F
92107,28,sales/marketing,M
21040,31,college/grad student,F
38430,34,sales/marketing,M
81211,33,college/grad student,M
59074,26,executive/managerial,M
1855,19,sales/marketing,M
88547,28,scientist,M
79409,18,K-12 student,M
14786,28,self-employed,M
73995,30,sales/marketing,M
45031,27,sales/marketing,F
9833,34,scientist,F
61638,31,executive/managerial,M
89365,33,college/grad student,M
43063,26,other or not specified,F
77659,38,other or not specified,F
45169,25,executive/managerial,M
28292,30,executive/managerial,M
64355,25,executive/managerial,M
61984,25,other or not specified,F
84608,23,artist,F
74080,26,homemaker,F
40447,25,college/grad student,M
86122,34,executive/managerial,M
99371,34,clerical/admin,M
97333,31,executive/managerial,M
51691,26,executive/managerial,M
94333,26,sales/marketing,M
65426,32,self-employed,M
13035,20,college/grad student,M
96358,25,scientist,M
101641,27,sales/marketing,M
101430,33,programmer,M
78175,28,doctor/health care,M
34784,31,college/grad student,M
16947,33,academic/educator,M
94443,38,writer,M
32871,21,homemaker,F
86329,33,college/grad student,M
66746,28,sales/marketing,M
88,26,scientist,M
83720,13,K-12 student,M
27772,28,college/grad student,M
9625,31,other or not specified,F
39530,28,college/grad student,F
80586,25,college/grad student,M
75915,27,college/grad student,M
92730,34,executive/managerial,M
32383,20,scientist,M
14519,25,sales/marketing,M
70923,26,sales/marketing,F
47248,33,executive/managerial,F
21662,22,sales/marketing,M
54709,30,college/grad student,F
46748,30,executive/managerial,M
82357,30,academic/educator,F
60504,29,clerical/admin,M
6359,32,college/grad student,M
84637,25,sales/marketing,F
101381,33,executive/managerial,M
49550,34,college/grad student,F
22560,29,college/grad student,M
88733,27,college/grad student,F
31455,54,executive/managerial,M
18837,30,executive/managerial,M
30846,25,college/grad student,M
76926,36,academic/educator,M
1818,33,executive/managerial,M
48275,30,college/grad student,M
75491,30,self-employed,M
1522,40,academic/educator,F
55727,25,college/grad student,M
89246,21,K-12 student,M
69519,18,homemaker,F
23968,27,self-employed,M
13779,47,sales/marketing,M
39293,69,retired,F
63588,29,college/grad student,M
22517,25,sales/marketing,M
3745,35,self-employed,F
84752,39,writer,M
66573,31,college/grad student,M
88816,27,academic/educator,F
21645,26,college/grad student,M
79867,34,other or not specified,M
77875,23,college/grad student,M
48971,28,scientist,M
69458,30,college/grad student,F
90741,26,college/grad student,M
53054,41,executive/managerial,M
81608,34,self-employed,M
26176,25,technician/engineer,M
46485,32,executive/managerial,M
91932,14,K-12 student,M
22279,27,college/grad student,M
61456,30,executive/managerial,M
91108,29,self-employed,M
45595,41,executive/managerial,M
37695,26,clerical/admin,M
1179,29,scientist,M
20503,34,self-employed,M
76486,42,sales/marketing,M
94590,28,executive/managerial,M
98527,33,college/grad student,M
6979,26,executive/managerial,M
8434,18,artist,F
6246,32,executive/managerial,M
48317,26,executive/managerial,M
34916,25,homemaker,M
47344,30,college/grad student,M
45996,27,K-12 student,M
25576,32,executive/managerial,F
102744,55,academic/educator,M
41204,26,college/grad student,M
100266,27,executive/managerial,M
66100,18,K-12 student,M
66411,32,scientist,M
66233,26,college/grad student,M
9540,31,college/grad student,M
75338,27,sales/marketing,M
65742,28,clerical/admin,M
71788,27,college/grad student,M
53421,71,retired,F
32918,33,executive/managerial,M
72135,26,college/grad student,M
94513,39,executive/managerial,M
24787,20,sales/marketing,M
103231,29,technician/engineer,M
20922,55,clerical/admin,M
89559,29,other or not specified,F
31235,14,K-12 student,M
15013,28,sales/marketing,F
38752,32,college/grad student,M
91847,29,college/grad student,M
82593,26,executive/managerial,M
69070,35,executive/managerial,M
6236,30,sales/marketing,M
51695,28,executive/managerial,M
43610,18,K-12 student,M
58659,34,executive/managerial,M
9443,32,sales/marketing,M
56818,26,scientist,M
53301,29,other or not specified,M
90853,30,college/grad student,M
94083,27,college/grad student,M
10331,28,college/grad student,M
74915,26,college/grad student,M
101330,26,academic/educator,M
64228,25,scientist,M
70259,28,executive/managerial,M
22016,27,self-employed,M
4075,29,sales/marketing,M
99107,25,K-12 student,M
31097,25,self-employed,M
21824,33,other or not specified,M
67713,26,other or not specified,M
94778,26,other or not specified,M
27387,29,sales/marketing,M
76561,34,sales/marketing,M
1401,29,homemaker,F
91689,32,sales/marketing,M
40647,29,self-employed,M
87743,30,college/grad student,M
68589,33,college/grad student,M
50124,75,retired,F
61889,26,college/grad student,M
47440,21,sales/marketing,M
22489,33,scientist,F
32823,18,self-employed,M
92370,26,sales/marketing,M
8851,27,executive/managerial,M
100057,42,executive/managerial,F
33532,29,artist,M
3285,29,college/grad student,M
88363,28,sales/marketing,M
36141,29,executive/managerial,M
41381,29,scientist,M
97279,33,sales/marketing,M
84979,32,executive/managerial,M
41448,24,sales/marketing,M
69490,28,programmer,F
44386,32,sales/marketing,M
19468,30,college/grad student,M
19076,20,college/grad student,M
39769,33,technician/engineer,M
49318,32,executive/managerial,M
60943,27,self-employed,M
87018,18,K-12 student,F
69098,31,scientist,M
27779,34,artist,M
74988,25,other or not specified,F
75049,52,academic/educator,M
27170,36,college/grad student,F
32238,26,academic/educator,F
34452,32,artist,F
84901,34,college/grad student,M
42608,18,K-12 student,M
46425,14,self-employed,F
18810,32,other or not specified,F
21072,30,executive/managerial,M
33839,33,self-employed,M
60106,30,scientist,M
102952,32,college/grad student,M
15418,27,scientist,M
58301,28,programmer,M
78062,26,other or not specified,M
10373,19,college/grad student,M
45847,30,executive/managerial,M
26922,34,scientist,M
52658,30,college/grad student,M
5625,25,college/grad student,M
30690,32,executive/managerial,M
92090,26,college/grad student,M
7556,54,sales/marketing,M
29520,26,sales/marketing,M
49251,28,college/grad student,M
58369,32,self-employed,M
39364,32,college/grad student,M
54733,31,executive/managerial,M
103253,33,sales/marketing,M
31408,18,homemaker,M
75438,29,sales/marketing,M
73813,32,college/grad student,M
36490,28,academic/educator,F
23272,22,sales/marketing,M
27011,30,college/grad student,F
42983,34,college/grad student,M
34934,32,college/grad student,M
79657,38,executive/managerial,M
56853,32,scientist,M
73832,31,other or not specified,F
10864,28,college/grad student,M
60803,34,college/grad student,M
53986,31,college/grad student,M
7697,26,college/grad student,M
64298,30,sales/marketing,F
97634,28,executive/managerial,M
45436,28,sales/marketing,M
56240,25,self-employed,F
59789,27,college/grad student,M
59179,21,sales/marketing,M
30881,32,sales/marketing,M
66040,26,executive/managerial,M
57481,21,technician/engineer,M
1315,25,college/grad student,M
909,27,executive/managerial,M
12189,32,other or not specified,F
88565,32,executive/managerial,M
82707,34,scientist,M
61080,34,college/grad student,M
51774,26,executive/managerial,M
83972,26,sales/marketing,M
65989,19,scientist,M
95363,31,college/grad student,M
78688,25,college/grad student,M
77994,31,college/grad student,M
81576,33,scientist,M
25985,30,executive/managerial,M
44812,29,self-employed,M
39885,27,executive/managerial,M
36669,27,other or not specified,F
5691,33,artist,M
57892,30,self-employed,M
93788,30,executive/managerial,M
8667,31,executive/managerial,M
101188,26,college/grad student,M
78271,25,other or not specified,M
46773,31,executive/managerial,M
82961,25,sales/marketing,F
94182,31,executive/managerial,M
38338,29,other or not specified,M
72033,27,executive/managerial,M
62979,30,executive/managerial,M
34797,28,executive/managerial,M
47459,28,college/grad student,M
34462,26,other or not specified,M
67487,33,college/grad student,M
14880,30,college/grad student,M
75000,23,sales/marketing,M
79197,19,sales/marketing,M
34897,15,scientist,M
10511,26,executive/managerial,M
65520,35,executive/managerial,M
14829,32,tradesman/craftsman,M
17143,18,K-12 student,M
59572,34,college/grad student,M
82208,27,college/grad student,M
91019,26,college/grad student,F
86477,22,sales/marketing,M
42583,16,K-12 student,M
89324,30,academic/educator,M
79391,33,executive/managerial,M
67086,29,tradesman/craftsman,M
62696,31,executive/managerial,M
62728,30,academic/educator,M
68863,27,retired,F
89805,34,executive/managerial,M
10795,33,tradesman/craftsman,M
93650,34,homemaker,M
57119,34,executive/managerial,M
97196,29,technician/engineer,M
61574,28,academic/educator,M
103461,33,retired,F
26846,32,other or not specified,M
59936,26,executive/managerial,M
36109,26,college/grad student,F
57468,25,executive/managerial,M
11228,30,sales/marketing,M
74761,25,scientist,M
87840,27,programmer,M
88119,28,scientist,M
9456,65,academic/educator,F
44609,31,executive/managerial,M
58055,27,college/grad student,M
25179,28,clerical/admin,M
31337,31,academic/educator,M
31295,30,sales/marketing,M
101702,26,homemaker,F
47603,34,sales/marketing,F
85899,21,K-12 student,M
100121,29,sales/marketing,M
102890,32,college/grad student,M
62905,25,college/grad student,M
45501,28,programmer,M
50415,30,sales/marketing,M
29144,25,executive/managerial,F
54161,27,academic/educator,M
28366,30,artist,M
74752,31,college/grad student,M
25189,29,executive/managerial,M
41557,25,college/grad student,M
35602,26,college/grad student,F
7871,26,college/grad student,F
23821,50,clerical/admin,M
21358,43,homemaker,F
58350,25,executive/managerial,M
6522,30,sales/marketing,F
43010,31,executive/managerial,M
20969,27,sales/marketing,M
18184,29,customer service,M
34691,28,programmer,M
95236,27,sales/marketing,M
24981,25,sales/marketing,M
10869,29,self-employed,M
12344,25,college/grad student,M
99813,34,academic/educator,M
71854,41,executive/managerial,M
42028,29,customer service,M
74641,18,college/grad student,M
98700,19,sales/marketing,M
37601,33,other or not specified,F
50400,34,college/grad student,F
83474,31,college/grad student,M
48575,30,programmer,M
67710,25,self-employed,M
77878,26,sales/marketing,M
77227,33,sales/marketing,M
14932,27,sales/marketing,M
72446,34,college/grad student,M
98994,36,retired,F
42866,20,sales/marketing,M
38306,27,executive/managerial,M
48297,34,college/grad student,M
96893,33,K-12 student,M
17126,30,scientist,M
17202,25,college/grad student,M
892,29,sales/marketing,M
23724,34,executive/managerial,M
17665,41,academic/educator,F
77595,27,college/grad student,F
34260,33,college/grad student,F
84345,30,retired,F
94278,42,artist,M
4169,32,K-12 student,M
7839,31,other or not specified,M
58176,28,retired,M
35913,27,executive/managerial,M
85319,26,college/grad student,M
55437,31,executive/managerial,M
8338,25,college/grad student,M
42888,18,self-employed,F
23144,27,executive/managerial,M
75812,30,executive/managerial,M
78556,26,sales/marketing,M
94617,43,executive/managerial,M
23618,33,scientist,M
79904,34,executive/managerial,M
34633,30,college/grad student,M
85685,26,programmer,M
25734,29,retired,M
70270,29,college/grad student,M
50613,31,academic/educator,M
38176,28,college/grad student,M
36371,30,college/grad student,F
6570,34,K-12 student,M
68024,33,self-employed,M
62883,28,homemaker,M
6868,30,college/grad student,M
50554,30,executive/managerial,M
83614,24,programmer,M
308,25,executive/managerial,M
42621,26,sales/marketing,M
60049,32,scientist,M
91679,33,executive/managerial,M
25580,26,programmer,M
7322,29,scientist,M
49694,27,sales/marketing,M
3053,29,sales/marketing,M
50645,24,scientist,M
69334,28,college/grad student,F
4234,25,scientist,M
67328,28,college/grad student,M
15698,30,sales/marketing,M
16459,34,executive/managerial,M
100628,27,college/grad student,M
5565,28,clerical/admin,M
67848,30,college/grad student,M
83297,12,homemaker,M
103368,30,scientist,M
48788,27,academic/educator,F
45828,29,self-employed,M
100798,31,homemaker,M
70006,32,executive/managerial,M
38779,29,executive/managerial,M
11917,28,scientist,M
76569,32,college/grad student,M
69661,31,executive/managerial,F
88012,31,self-employed,M
69060,18,K-12 student,M
8385,37,other or not specified,M
4166,40,executive/managerial,M
101311,31,college/grad student,M
45722,27,artist,M
40924,31,sales/marketing,M
50405,30,retired,M
92035,27,college/grad student,M
86494,31,college/grad student,M
59395,19,K-12 student,M
99852,25,scientist,M
94168,29,academic/educator,F
46155,33,homemaker,F
46517,34,sales/marketing,M
65193,28,executive/managerial,M
3969,25,scientist,M
63776,30,college/grad student,M
81205,32,college/grad student,M
3370,39,executive/managerial,F
102682,29,sales/marketing,F
1735,33,self-employed,M
30213,27,sales/marketing,M
1954,27,college/grad student,M
58242,25,technician/engineer,M
86288,34,college/grad student,M
65341,30,college/grad student,M
28754,30,other or not specified,M
90132,30,other or not specified,M
89078,31,executive/managerial,M
93137,31,technician/engineer,F
71641,27,sales/marketing,M
92526,33,academic/educator,F
90414,38,other or not specified,M
28614,29,executive/managerial,F
84559,34,programmer,M
42207,28,college/grad student,M
8370,29,executive/managerial,M
88477,28,college/grad student,M
38399,47,academic/educator,F
88432,31,executive/managerial,M
60545,27,executive/managerial,M
86226,26,executive/managerial,M
79939,25,sales/marketing,M
72792,34,scientist,M
4026,27,other or not specified,M
98487,33,sales/marketing,M
68226,26,sales/marketing,M
61698,25,K-12 student,M
10775,31,scientist,M
202,31,executive/managerial,M
25391,29,other or not specified,M
3049,32,executive/managerial,M
74645,70,retired,F
77485,27,clerical/admin,M
24338,28,executive/managerial,M
92173,28,college/grad student,M
78677,44,college/grad student,F
52367,32,clerical/admin,M
70656,31,executive/managerial,M
90677,30,executive/managerial,M
61539,28,college/grad student,M
55573,37,sales/marketing,M
94273,30,executive/managerial,M
88752,25,other or not specified,M
42529,34,executive/managerial,M
102403,32,executive/managerial,M
82460,33,K-12 student,M
73248,26,clerical/admin,M
74158,31,self-employed,M
50492,21,other or not specified,M
3335,29,college/grad student,M
35706,29,college/grad student,M
54193,28,executive/managerial,M
86620,25,executive/managerial,M
8911,34,self-employed,M
61392,30,executive/managerial,F
50065,31,college/grad student,M
103403,28,technician/engineer,M
77244,68,customer service,F
73553,26,college/grad student,M
15948,27,scientist,M
20559,25,executive/managerial,M
72616,29,college/grad student,M
19088,26,executive/managerial,M
10061,25,K-12 student,M
95616,33,scientist,M
35711,27,self-employed,M
91027,29,college/grad student,M
20993,25,college/grad student,M
6219,39,academic/educator,M
25921,32,college/grad student,M
76795,32,executive/managerial,M
35381,29,college/grad student,M
18536,26,other or not specified,F
4711,33,retired,F
97424,29,sales/marketing,M
88859,33,K-12 student,M
2744,28,college/grad student,M
27315,26,college/grad student,F
69566,33,scientist,M
30194,27,scientist,M
40107,36,executive/managerial,F
63573,25,scientist,M
9152,32,college/grad student,M
44825,27,scientist,M
34627,17,K-12 student,F
34220,29,other or not specified,M
62642,27,college/grad student,M
10277,29,technician/engineer,M
48513,25,executive/managerial,F
48312,31,college/grad student,M
103441,29,college/grad student,M
41953,34,college/grad student,M
42851,29,self-employed,M
71341,32,scientist,M
34876,29,college/grad student,M
81190,26,K-12 student,M
53954,34,other or not specified,M
92234,33,scientist,F
39666,34,K-12 student,M
79803,32,college/grad student,F
100512,19,sales/marketing,M
10299,28,executive/managerial,M
72531,30,self-employed,M
63202,24,self-employed,M
101968,27,unemployed,M
14468,26,self-employed,M
2114,20,scientist,M
25680,29,K-12 student,M
32927,32,executive/managerial,M
33500,31,executive/managerial,M
20428,32,college/grad student,M
69103,33,other or not specified,M
16027,18,scientist,M
86753,34,college/grad student,F
91721,18,K-12 student,M
101005,33,executive/managerial,M
68191,30,other or not specified,F
12126,26,other or not specified,M
95618,29,college/grad student,F
481,31,executive/managerial,M
31129,28,executive/managerial,F
76674,12,K-12 student,M
24076,33,college/grad student,M
48644,40,artist,M
12244,52,self-employed,F
37369,43,executive/managerial,F
8784,27,sales/marketing,M
17684,26,college/grad student,M
33526,52,academic/educator,M
40966,33,self-employed,M
82333,30,college/grad student,M
97577,30,sales/marketing,M
85133,26,executive/managerial,F
71211,41,homemaker,F
23846,25,executive/managerial,M
87516,29,executive/managerial,M
39241,31,executive/managerial,M
102154,33,academic/educator,F
85526,30,executive/managerial,M
31934,25,executive/managerial,M
19037,27,college/grad student,M
95434,30,retired,F
28737,33,other or not specified,F
25014,25,technician/engineer,M
19148,29,scientist,M
37041,33,homemaker,M
28808,30,academic/educator,F
68108,25,executive/managerial,M
93510,34,college/grad student,M
28631,39,academic/educator,M
13202,26,sales/marketing,M
27195,33,sales/marketing,M
63668,33,executive/managerial,M
76731,27,college/grad student,M
94504,31,executive/managerial,M
6063,33,executive/managerial,M
2014,26,sales/marketing,M
28477,31,scientist,M
41465,22,technician/engineer,M
34421,31,college/grad student,F
40568,32,college/grad student,M
70820,18,self-employed,M
66569,33,college/grad student,M
5614,31,executive/managerial,M
58121,32,other or not specified,M
5674,25,college/grad student,M
8747,34,executive/managerial,M
19451,26,college/grad student,M
98915,34,academic/educator,F
19481,25,executive/managerial,M
4532,30,executive/managerial,M
98179,27,self-employed,M
54750,26,self-employed,M
24442,32,tradesman/craftsman,M
99991,26,sales/marketing,M
73180,28,retired,M
79602,31,college/grad student,M
71176,32,self-employed,M
13115,28,executive/managerial,M
82552,27,clerical/admin,M
30898,31,sales/marketing,M
59853,26,artist,F
40426,25,academic/educator,M
28890,32,K-12 student,M
69292,25,self-employed,M
88840,29,executive/managerial,M
90920,34,executive/managerial,M
75367,30,college/grad student,M
42672,32,homemaker,M
53337,28,self-employed,M
30814,32,executive/managerial,M
89655,25,executive/managerial,M
11468,29,other or not specified,M
102941,32,college/grad student,M
82145,18,college/grad student,M
28263,26,college/grad student,M
30831,29,K-12 student,M
3004,25,college/grad student,M
87670,28,college/grad student,M
95682,26,sales/marketing,F
5225,29,sales/marketing,M
89667,34,executive/managerial,M
14905,28,college/grad student,M
59604,29,executive/managerial,M
78823,34,academic/educator,F
42813,33,college/grad student,M
21899,30,college/grad student,M
84806,32,sales/marketing,M
40780,32,executive/managerial,M
9077,28,sales/marketing,M
77064,29,college/grad student,M
16830,31,sales/marketing,M
99656,31,customer service,M
103383,27,self-employed,M
3830,30,college/grad student,F
28205,25,self-employed,M
30927,28,executive/managerial,M
31806,30,other or not specified,M
47065,18,sales/marketing,M
56739,88,retired,F
56009,28,college/grad student,M
53902,30,sales/marketing,F
67296,42,academic/educator,F
23433,25,sales/marketing,M
99521,32,sales/marketing,M
89631,25,college/grad student,M
68817,26,college/grad student,F
40339,30,sales/marketing,M
55586,25,college/grad student,F
62625,31,programmer,M
62900,34,college/grad student,M
102407,28,other or not specified,M
25943,29,executive/managerial,M
92194,34,artist,F
55822,26,college/grad student,M
59383,27,executive/managerial,M
12116,34,sales/marketing,M
8913,34,sales/marketing,M
30090,25,scientist,M
52996,29,artist,M
65318,34,college/grad student,F
90703,31,sales/marketing,M
99924,26,scientist,M
25737,42,sales/marketing,M
73910,25,college/grad student,F
99058,32,college/grad student,M
79703,38,sales/marketing,M
14585,25,other or not specified,M
23283,27,sales/marketing,M
45944,80,executive/managerial,F
24949,32,self-employed,F
67399,26,scientist,M
100197,25,other or not specified,M
16402,29,writer,F
97475,32,executive/managerial,M
13187,34,college/grad student,F
101375,77,retired,F
11008,33,college/grad student,M
89123,30,homemaker,M
51886,48,academic/educator,F
99588,36,executive/managerial,M
88507,44,homemaker,F
102965,30,self-employed,M
63963,26,executive/managerial,M
28129,33,other or not specified,M
72050,27,self-employed,M
2622,30,college/grad student,F
50271,30,scientist,M
31421,28,scientist,M
809,27,scientist,M
66843,32,college/grad student,M
1988,32,scientist,M
8733,25,scientist,F
49475,31,sales/marketing,M
81737,29,unemployed,M
23428,33,sales/marketing,M
27259,30,other or not specified,F
31449,25,homemaker,F
41547,27,college/grad student,M
95071,30,college/grad student,M
92603,30,college/grad student,M
38679,34,executive/managerial,M
69974,21,scientist,M
53467,33,executive/managerial,M
62863,33,college/grad student,F
83533,33,executive/managerial,M
38585,32,sales/marketing,F
97559,24,sales/marketing,M
86653,28,sales/marketing,M
53198,33,executive/managerial,M
103621,27,college/grad student,M
27796,18,sales/marketing,M
50759,31,self-employed,M
8947,18,self-employed,M
36354,25,sales/marketing,F
102031,39,executive/managerial,M
12371,31,scientist,M
59109,25,executive/managerial,M
82611,30,homemaker,M
41429,30,college/grad student,F
37798,30,college/grad student,M
6199,18,K-12 student,F
78043,33,college/grad student,M
79607,34,college/grad student,M
13062,30,executive/managerial,M
52496,33,clerical/admin,M
19743,31,executive/managerial,M
87180,27,scientist,M
97588,25,college/grad student,M
75113,28,sales/marketing,M
43661,44,artist,M
22448,28,college/grad student,M
20477,34,executive/managerial,M
22185,24,sales/marketing,M
53110,34,executive/managerial,M
34665,29,college/grad student,F
16645,29,sales/marketing,M
39452,28,sales/marketing,M
6798,29,self-employed,M
50731,52,self-employed,F
63015,33,scientist,M
29948,25,executive/managerial,M
78645,26,executive/managerial,M
61652,32,college/grad student,M
62237,25,scientist,F
55187,33,executive/managerial,F
45362,33,executive/managerial,M
13768,30,college/grad student,M
82732,29,sales/marketing,M
59808,33,sales/marketing,F
74298,30,self-employed,M
32341,27,sales/marketing,M
80261,18,sales/marketing,M
48676,28,college/grad student,M
79280,26,other or not specified,M
26657,55,academic/educator,F
62161,31,college/grad student,M
64022,24,college/grad student,M
103122,27,sales/marketing,M
22158,29,college/grad student,F
28404,26,self-employed,M
47234,31,college/grad student,M
90482,34,college/grad student,M
96680,29,college/grad student,M
82951,31,college/grad student,M
56273,28,clerical/admin,F
63482,27,other or not specified,M
6172,32,executive/managerial,M
31362,18,sales/marketing,M
21928,25,college/grad student,M
3429,29,executive/managerial,M
5146,31,scientist,F
72714,76,tradesman/craftsman,M
37753,31,other or not specified,F
41393,32,scientist,M
56416,31,homemaker,F
53578,15,K-12 student,F
75941,34,executive/managerial,M
13029,34,executive/managerial,M
45398,36,clerical/admin,M
43129,23,college/grad student,M
41293,18,sales/marketing,F
40525,18,K-12 student,M
61270,29,college/grad student,M
15666,30,retired,M
71990,27,college/grad student,M
66493,28,sales/marketing,M
38580,25,other or not specified,M
40139,18,K-12 student,M
21521,25,executive/managerial,M
67836,29,college/grad student,M
58483,31,customer service,M
37906,26,college/grad student,M
97897,28,college/grad student,M
50031,34,other or not specified,M
67118,29,college/grad student,M
32086,34,retired,M
77545,25,scientist,M
81067,25,college/grad student,M
42640,38,artist,M
14750,26,college/grad student,M
32101,16,K-12 student,M
4043,30,college/grad student,M
67610,34,executive/managerial,M
79458,31,college/grad student,M
45392,34,college/grad student,M
3017,27,college/grad student,M
42304,27,college/grad student,M
84698,29,sales/marketing,M
100981,28,sales/marketing,M
76809,31,self-employed,M
9604,26,college/grad student,F
45646,18,sales/marketing,M
90072,30,college/grad student,M
43496,43,executive/managerial,M
2216,44,other or not specified,M
1327,25,K-12 student,M
81417,28,other or not specified,M
17924,21,college/grad student,M
92067,31,college/grad student,M
79832,27,scientist,M
49254,34,executive/managerial,M
2671,32,self-employed,M
11485,28,executive/managerial,M
56874,25,college/grad student,F
24410,30,college/grad student,M
77368,34,sales/marketing,M
88200,23,college/grad student,M
97750,32,clerical/admin,M
93018,25,unemployed,M
80147,32,self-employed,M
86724,30,executive/managerial,M
36590,29,college/grad student,M
6954,29,other or not specified,M
69633,33,homemaker,M
48572,25,sales/marketing,M
58931,27,scientist,F
52912,33,college/grad student,M
10837,28,scientist,M
4201,34,college/grad student,F
79671,31,college/grad student,F
70842,34,college/grad student,M
12440,32,scientist,M
3549,30,sales/marketing,M
97998,28,executive/managerial,M
27664,27,doctor/health care,F
25395,32,college/grad student,M
65920,32,executive/managerial,M
40506,31,sales/marketing,M
15806,28,sales/marketing,M
28013,26,college/grad student,M
19236,26,college/grad student,F
3167,32,self-employed,F
88682,25,sales/marketing,M
40087,28,sales/marketing,M
35574,39,scientist,M
65572,29,college/grad student,M
23660,25,college/grad student,M
25887,30,self-employed,F
27359,21,K-12 student,F
13655,19,other or not specified,M
33394,26,K-12 student,M
15115,27,executive/managerial,M
2062,34,sales/marketing,M
80596,28,executive/managerial,M
51178,29,retired,F
100525,28,self-employed,M
96469,33,college/grad student,F
100985,25,retired,M
57402,26,doctor/health care,M
9000,27,executive/managerial,M
5131,25,executive/managerial,M
5778,32,scientist,M
37230,39,other or not specified,M
47372,33,college/grad student,M
40815,30,retired,M
55291,54,executive/managerial,M
51422,14,homemaker,M
67070,31,executive/managerial,M
85326,29,homemaker,M
85752,28,college/grad student,M
37590,28,executive/managerial,M
83840,26,executive/managerial,M
59739,28,executive/managerial,M
48922,27,academic/educator,M
78172,34,other or not specified,M
5686,33,college/grad student,M
71654,26,college/grad student,F
32972,29,executive/managerial,M
20668,25,clerical/admin,M
30493,21,artist,M
67506,34,college/grad student,M
81370,33,executive/managerial,M
75792,30,other or not specified,M
68176,21,programmer,F
37305,29,programmer,M
3481,32,self-employed,M
58144,25,scientist,M
56906,27,college/grad student,M
94013,41,sales/marketing,M
98310,18,K-12 student,M
60103,27,retired,F
19438,29,scientist,M
46042,28,scientist,M
96562,34,executive/managerial,M
67420,34,other or not specified,M
52441,29,executive/managerial,M
11763,29,other or not specified,F
11090,33,sales/marketing,F
74384,18,K-12 student,M
73874,34,executive/managerial,M
40378,30,academic/educator,M
2448,26,college/grad student,M
58583,32,college/grad student,M
31649,33,college/grad student,M
61641,32,academic/educator,M
74429,30,academic/educator,M
97110,28,executive/managerial,M
94924,28,other or not specified,M
72763,27,college/grad student,M
48533,25,homemaker,M
78008,33,executive/managerial,M
90881,28,executive/managerial,F
9965,33,executive/managerial,M
4960,32,executive/managerial,M
43948,34,scientist,M
33870,30,college/grad student,M
83829,34,college/grad student,F
69929,26,other or not specified,M
40939,34,executive/managerial,M
6939,33,executive/managerial,M
13266,77,doctor/health care,F
91547,27,other or not specified,M
61100,28,unemployed,M
8607,32,college/grad student,M
98395,28,sales/marketing,M
99828,25,college/grad student,M
84377,29,scientist,M
61499,26,sales/marketing,M
73566,33,scientist,M
48334,33,college/grad student,M
45932,27,technician/engineer,M
54845,9,K-12 student,M
81724,30,self-employed,M
77903,25,scientist,F
68112,33,college/grad student,M
6776,26,sales/marketing,M
9933,29,sales/marketing,M
66187,31,scientist,M
13302,27,executive/managerial,M
74433,25,homemaker,M
30566,34,college/grad student,M
60721,30,college/grad student,M
99988,30,college/grad student,M
96761,15,college/grad student,M
66068,34,college/grad student,F
17969,32,college/grad student,M
72001,78,executive/managerial,M
54232,25,academic/educator,M
69925,25,college/grad student,M
87245,31,college/grad student,M
85068,18,scientist,M
90948,31,executive/managerial,M
1095,32,sales/marketing,F
101926,25,sales/marketing,M
37457,43,executive/managerial,M
32683,33,executive/managerial,F
31553,26,executive/managerial,M
63138,49,scientist,F
14801,31,college/grad student,F
39909,29,other or not specified,F
2844,31,executive/managerial,M
59573,28,executive/managerial,M
31064,26,retired,F
3545,47,academic/educator,F
78480,28,scientist,M
74178,30,self-employed,M
2889,30,college/grad student,M
52096,25,college/grad student,M
47826,32,college/grad student,M
12158,25,sales/marketing,M
21316,29,sales/marketing,M
20034,33,executive/managerial,M
14937,34,executive/managerial,M
62200,34,college/grad student,M
16777,25,executive/managerial,M
28868,33,college/grad student,M
46753,57,retired,M
69484,32,scientist,M
48901,30,college/grad student,M
69009,83,scientist,M
92614,25,self-employed,M
93148,33,executive/managerial,M
100607,34,other or not specified,M
35877,31,scientist,M
1196,34,doctor/health care,M
63899,19,technician/engineer,M
69779,27,other or not specified,M
66341,50,academic/educator,M
38711,32,sales/marketing,M
57852,38,writer,M
5088,33,executive/managerial,M
61837,34,self-employed,M
28567,34,college/grad student,M
72848,23,other or not specified,M
60911,29,sales/marketing,M
23359,32,executive/managerial,M
39224,33,college/grad student,M
12055,32,clerical/admin,F
97049,45,homemaker,F
98040,31,sales/marketing,M
3338,28,self-employed,M
53632,27,academic/educator,F
36660,28,executive/managerial,M
45241,27,sales/marketing,M
9003,28,college/grad student,M
9351,27,executive/managerial,M
37253,36,writer,M
48761,26,college/grad student,M
52034,31,other or not specified,M
8928,26,other or not specified,M
44518,31,self-employed,M
3185,25,college/grad student,F
6894,41,college/grad student,F
10859,27,retired,F
83033,34,college/grad student,M
49466,18,college/grad student,M
26413,31,sales/marketing,F
6808,46,academic/educator,F
47173,18,sales/marketing,M
73610,16,self-employed,F
87980,25,college/grad student,M
47128,28,sales/marketing,M
6278,31,college/grad student,M
87846,34,artist,M
84555,28,scientist,M
21171,29,sales/marketing,M
21499,25,college/grad student,M
9774,37,executive/managerial,M
20102,33,college/grad student,M
30245,30,college/grad student,M
97733,29,homemaker,M
4226,30,scientist,F
34363,25,executive/managerial,M
49532,37,academic/educator,M
55605,28,executive/managerial,M
79619,33,self-employed,M
